,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,0,0.7772035449743271,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0.8288378119468689,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0.8990449979901314,0,0,0,0,0,0,1,1,0,0,0,0,0
3,0,0.7992135584354401,0,0,0,0,0,0,0,1,0,0,0,0,1
4,0,0.8399469405412674,0,0,0,0,0,0,0,1,0,0,0,1,1
5,0,0.8757805451750755,0,0,0,1,0,0,0,1,0,0,0,1,0
6,0,0.8623067885637283,0,0,0,1,0,0,0,1,0,0,0,1,1
7,0,0.7735190689563751,0,0,0,0,0,0,0,1,0,0,0,0,1
8,0,0.870097428560257,0,0,0,0,0,0,0,1,0,0,0,1,0
9,0,0.6987209320068359,0,0,0,0,0,0,0,1,0,0,0,1,0
10,0,0.9331393614411354,0,0,0,0,0,0,0,1,0,0,0,1,1
11,0,0.7558601200580597,0,0,0,0,0,0,0,1,0,0,0,1,1
12,0,0.8673631399869919,0,0,0,0,0,0,0,1,0,0,0,1,1
13,0,0.7814793288707733,0,0,0,0,0,0,0,1,0,0,0,1,1
14,0,0.7776173949241638,0,0,0,0,0,0,0,1,0,0,0,0,0
15,0,0.8393612951040268,0,0,0,0,0,0,0,1,0,0,0,1,0
16,0,0.8446818888187408,0,0,0,0,0,1,0,1,0,0,0,1,0
17,0,0.740351140499115,0,0,0,0,0,0,0,1,0,0,0,0,1
18,0,0.8884149119257927,0,0,0,0,0,0,0,1,0,0,0,0,0
19,0,0.9129706621170044,0,0,0,1,0,0,1,1,0,0,0,1,1
20,0,0.9390431754291058,0,0,0,0,0,0,0,1,0,0,0,1,0
21,0,0.9344136342406273,0,0,0,0,0,0,0,1,0,0,0,0,0
22,0,0.818307414650917,0,0,0,0,0,0,0,1,0,0,0,1,1
23,0,0.9125904515385628,0,0,0,0,0,0,0,1,0,0,0,1,1
24,0,0.8739354759454727,0,0,0,0,0,1,1,1,0,0,0,1,1
25,0,0.8858685791492462,0,0,0,0,0,0,0,1,0,0,0,1,0
26,0,0.8675342351198196,0,0,0,0,0,0,0,1,0,0,0,1,0
27,0,0.8481700271368027,0,0,0,0,0,0,1,1,0,0,0,1,1
28,0,0.8794772103428841,0,0,0,0,0,0,1,1,0,0,0,1,0
29,0,0.8166562169790268,0,0,0,0,0,0,0,1,0,0,0,0,1
30,0,0.9555643647909164,0,0,0,0,0,0,0,1,0,0,0,1,1
31,0,0.7312916219234467,0,0,0,0,0,0,0,1,0,0,0,1,1
32,0,0.7926098257303238,0,0,0,0,0,0,0,1,0,0,0,1,1
33,0,0.8381638675928116,0,0,0,1,0,0,0,1,0,0,0,1,1
34,0,0.7381047904491425,0,0,0,0,0,0,0,1,0,0,0,1,1
35,0,0.8256516605615616,0,0,0,0,0,0,0,1,0,0,0,0,0
36,0,0.8397745788097382,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,0.7845402657985687,0,0,0,0,0,0,0,1,0,0,0,1,1
38,0,0.773378849029541,0,0,0,0,0,0,0,1,0,0,0,0,1
39,0,0.8966504484415054,0,0,0,0,0,0,0,1,0,0,0,1,1
40,0,0.7420111000537872,0,0,0,0,0,0,0,1,0,0,0,1,0
41,0,0.9062604308128357,0,0,0,0,0,0,1,1,0,0,0,1,0
42,0,0.9267533794045448,0,0,0,0,0,0,0,1,0,0,0,1,1
43,0,0.7459159791469574,0,0,0,0,0,0,0,1,0,0,0,1,1
44,0,0.7888284027576447,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0,0.7657242566347122,0,0,0,0,0,0,0,1,0,0,0,1,1
46,0,0.7373396754264832,0,0,0,0,0,0,1,1,0,0,0,1,1
47,0,0.9002853557467461,0,0,0,0,0,0,0,1,0,0,0,1,0
48,0,0.8168833404779434,0,0,0,0,0,1,0,1,0,0,0,0,0
49,0,0.8394233882427216,0,0,0,0,0,0,0,1,0,0,0,0,1
50,0,0.720619410276413,0,0,0,0,0,0,0,1,0,0,0,1,1
51,0,0.8572236448526382,0,0,0,0,0,0,0,1,0,0,0,1,1
52,0,0.7348495721817017,0,0,0,0,0,0,0,0,0,0,0,1,1
53,0,0.7319554090499878,0,0,0,0,0,0,0,1,0,0,0,0,0
54,0,0.9093742743134499,0,0,0,0,0,0,0,1,0,0,0,1,1
55,0,0.7882450819015503,0,0,0,0,0,0,1,1,0,0,0,1,0
56,0,0.9173554107546806,0,0,0,0,0,0,0,1,0,0,0,1,1
57,0,0.8263636380434036,0,0,0,1,0,0,0,1,0,0,0,0,0
58,0,0.9029745683073997,0,0,0,0,0,0,0,1,0,0,0,1,1
59,0,0.8014130592346191,0,0,0,0,0,0,0,1,0,0,0,0,1
60,0,0.8972156345844269,0,0,0,0,0,0,0,1,0,0,0,1,0
61,0,0.9377606846392155,0,0,0,0,0,0,1,1,0,0,0,1,1
62,0,0.7869430035352707,0,0,0,0,0,0,0,1,0,0,0,0,1
63,0,0.754333108663559,0,0,0,0,0,0,0,1,0,0,0,1,0
64,0,0.7742824852466583,0,0,0,1,0,0,0,0,0,0,0,1,1
65,0,0.8943704888224602,0,0,0,1,0,0,0,1,0,0,0,1,1
66,0,0.9532246179878712,0,0,0,1,1,0,0,0,0,0,0,1,1
67,0,0.9259013831615448,0,0,0,0,0,0,0,1,0,0,0,1,1
68,0,0.7676464170217514,0,0,0,0,0,0,0,1,0,0,0,1,1
69,0,0.8253931403160095,0,0,0,0,0,0,0,1,0,0,0,1,1
70,0,0.7950562685728073,0,0,0,0,0,0,0,1,0,0,0,1,1
71,0,0.9689179230481386,0,0,0,0,0,0,0,1,0,0,0,1,1
72,0,0.848360225558281,0,0,0,0,0,0,0,1,0,0,0,1,0
73,0,0.6990149021148682,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,0.9083675071597099,0,0,0,0,0,0,0,1,0,0,0,0,1
75,0,0.8332762569189072,0,0,0,1,0,1,0,0,0,0,0,1,0
76,0,0.8749374747276306,0,0,0,0,0,0,0,1,0,0,0,1,0
77,0,0.7228845059871674,0,0,0,0,0,0,0,1,0,0,0,1,0
78,0,0.8638121634721756,0,0,0,0,0,0,0,1,0,0,0,1,0
79,0,0.8573061525821686,0,0,0,0,0,0,0,1,0,0,0,1,0
80,0,0.761292040348053,0,0,0,0,0,0,0,1,0,0,0,0,1
81,0,0.8083441108465195,0,0,0,0,0,0,0,1,0,0,0,1,0
82,0,0.6938831508159637,0,0,0,0,0,0,0,0,0,0,0,1,0
83,0,0.6835336089134216,0,0,0,0,0,0,0,1,0,0,0,1,1
84,0,0.7752348035573959,0,0,0,1,1,0,0,1,0,0,0,1,1
85,0,0.8803390190005302,0,0,0,0,0,0,0,1,0,0,0,0,1
86,0,0.952018529176712,0,0,0,1,0,0,0,1,0,0,0,1,1
87,0,0.8639283627271652,0,0,0,0,0,0,0,1,0,0,0,1,1
88,0,0.8741521388292313,0,0,0,0,0,0,0,1,0,0,0,1,1
89,0,0.9890319555997849,0,0,0,0,0,0,0,1,0,0,0,0,0
90,0,0.9299647212028503,0,0,0,0,0,0,0,1,0,0,0,1,0
91,0,0.7744505107402802,0,0,0,1,0,1,0,1,0,0,0,1,1
92,0,0.9208104088902473,0,0,0,0,0,0,0,1,0,0,0,1,1
93,0,0.6093299388885498,0,0,0,0,0,0,0,0,0,0,0,1,0
94,0,0.8365205526351929,0,0,0,0,0,0,0,1,0,0,0,1,0
95,0,0.769806444644928,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0,0.8034735321998596,0,0,0,1,0,0,0,1,0,0,0,1,1
97,0,0.9686531014740467,0,0,0,1,1,0,0,0,0,0,0,1,1
98,0,0.7784762382507324,0,0,0,1,0,1,0,1,0,0,0,1,1
99,0,0.8849141374230385,0,0,0,0,0,0,0,0,0,0,0,1,0
100,0,0.9445043280720711,0,0,0,0,0,0,0,1,0,0,0,1,0
101,0,1.031371857970953,0,0,0,0,0,0,0,1,0,0,0,1,1
102,0,0.8417310565710068,0,0,0,0,0,0,0,1,0,0,0,1,1
103,0,0.7951781451702118,0,0,0,1,0,0,0,0,0,0,0,1,0
104,0,0.8190901279449463,0,0,0,0,0,0,0,1,0,0,0,1,1
105,0,0.8068767189979553,0,0,0,0,0,0,0,1,0,0,0,0,1
106,0,0.8291560113430023,0,0,0,0,0,0,0,1,0,0,0,1,1
107,0,0.9400272779166698,0,0,0,0,0,0,0,0,0,0,0,1,0
108,0,0.9733445961028337,0,0,0,0,0,0,0,1,0,0,0,1,1
109,0,0.8580491840839386,0,0,0,0,0,0,0,1,0,0,0,1,1
110,0,0.8868418112397194,0,0,0,0,0,0,0,1,0,0,0,1,1
111,0,0.762811467051506,0,0,0,0,0,0,0,1,0,0,0,0,1
112,0,0.898810587823391,0,0,0,0,0,0,0,1,0,0,0,1,1
113,0,0.7599033862352371,0,0,0,0,0,1,0,0,0,0,0,1,0
114,0,0.8025116920471191,0,0,0,0,0,0,0,1,0,0,0,1,1
115,0,0.86212058365345,0,0,0,1,0,0,0,1,0,0,0,1,1
116,0,0.8743506669998169,0,0,0,0,0,0,0,1,0,0,0,1,1
117,0,0.8398531526327133,0,0,0,0,0,0,0,0,0,0,0,1,1
118,0,0.9974356542807072,0,0,0,0,0,0,1,1,0,0,0,1,1
119,0,0.8650877326726913,0,0,0,0,0,0,0,1,0,0,0,1,0
120,0,0.8488995730876923,0,0,0,1,1,0,0,1,0,0,0,1,1
121,0,0.8739237785339355,0,0,0,0,0,0,0,1,0,0,0,1,1
122,0,0.7906124293804169,0,0,0,0,0,0,0,1,0,0,1,1,1
123,0,0.7911249548196793,0,0,0,0,0,0,0,1,0,0,0,1,0
124,0,0.8328777253627777,0,0,0,1,0,0,1,1,0,0,0,0,1
125,0,0.8365797847509384,0,0,0,0,0,0,0,0,0,0,0,1,0
126,0,0.7120640277862549,0,0,0,0,0,0,0,1,0,0,0,1,0
127,0,0.8240890502929688,0,0,0,0,0,0,0,1,0,0,0,1,0
128,0,0.7694621831178665,0,0,0,1,1,1,0,1,0,0,0,1,1
129,0,0.8693924099206924,0,0,0,1,0,0,0,0,0,0,0,1,1
130,0,0.8069308251142502,0,0,0,0,0,0,0,1,0,0,0,1,1
131,0,0.891838014125824,0,0,0,0,0,0,0,1,0,0,0,0,1
132,0,0.7660273462533951,0,0,0,1,0,1,0,1,0,0,0,1,1
133,0,0.7645344287157059,0,0,0,1,0,1,0,1,0,0,0,1,0
134,0,0.8751219883561134,0,0,0,0,0,0,0,1,0,0,0,1,1
135,0,0.6957895457744598,0,0,0,0,0,0,0,1,0,0,0,0,0
136,0,0.8884916603565216,0,0,0,0,0,0,0,1,0,0,0,1,1
137,0,0.7920147776603699,0,0,0,0,0,0,0,1,0,0,0,1,1
