,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,0,0.9762522112578154,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.9810860250145197,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.849858969449997,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1.0051563084125519,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1.0088169695809484,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.987924313172698,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0.9182520136237144,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0.993914810474962,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0.9373871982097626,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0.7008297741413116,0,0,1,1,1,1,0,0,0,1,0,1,1
10,1,0.8137467354536057,0,0,0,0,1,1,0,0,0,0,0,0,0
11,0,0.9449657462537289,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0.8900876194238663,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0.8980844020843506,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0.9752821680158377,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1.0529677011072636,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,1.0131283169612288,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0.9415284395217896,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0.9759479854255915,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0.9344505593180656,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0.9527702890336514,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1.006116131786257,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0.9613700993359089,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0.8716424256563187,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,1.088057555258274,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0.7977121025323868,0,0,0,1,1,1,0,0,0,0,1,1,1
26,0,0.9520710483193398,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0.9566257819533348,0,0,0,1,1,1,0,0,0,0,0,1,0
28,0,0.9725485313683748,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0.9098569601774216,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0.8576590418815613,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0.9069889709353447,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0.9608344696462154,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0.9819168020039797,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,1.0057393591850996,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0.93625807762146,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1.0180552527308464,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,1.0460137911140919,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0.9742081928998232,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0.975133616477251,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0.9094003215432167,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0.9989781732438132,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0.9041967540979385,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0.841202437877655,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0.9879243057221174,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,1.0197721347212791,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0.910815604031086,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0.9452067539095879,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0.993914810474962,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0.9848924335092306,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0.8948977142572403,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0.995813803281635,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,1.00088737817714,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0.9344697594642639,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,1.0821082964539528,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0.8604261428117752,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0.9983152801869437,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0.7904402762651443,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0.8908017203211784,0,0,0,0,1,1,0,0,0,0,0,0,0
59,0,0.8597528636455536,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0.9344505593180656,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0.9532688669860363,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,1.059211626648903,0,0,0,0,0,0,0,0,0,0,0,0,0
