,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,0,0.9587197750806808,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.8819678649306297,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.8365015685558319,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.9007814005017281,0,0,0,0,0,1,0,0,0,0,0,1,1
4,0,0.9271653443574905,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.9265510812401772,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1.0201030876487494,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0.8744879961013794,0,0,0,0,1,1,0,0,0,0,0,1,1
8,0,0.8662903606891632,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0.9679265134036541,0,0,0,0,0,0,0,0,0,0,0,1,1
10,0,0.8169994801282883,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0.9433483220636845,0,0,0,0,0,1,0,0,0,0,0,0,0
12,0,0.894957646727562,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0.9865031316876411,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0.9303290173411369,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0.8209107220172882,0,0,0,0,0,0,0,1,0,0,0,0,1
16,0,1.0017842521192506,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0.9912075903266668,0,0,1,0,0,0,1,0,0,0,0,1,1
18,0,0.9657870382070541,0,0,0,0,0,0,0,1,0,0,0,1,0
19,0,0.9735994413495064,0,0,0,0,0,0,1,0,0,0,0,0,1
20,0,0.9761345088481903,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0.9255238845944405,0,0,1,0,0,1,0,0,0,0,0,0,0
22,0,0.8502888977527618,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,1.0194601938128471,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0.9573729373514652,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0.9505556225776672,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,1.0541722550988197,0,0,0,0,0,0,0,1,0,0,0,0,1
27,0,0.8889415189623833,0,0,0,0,0,0,0,0,0,0,0,1,0
28,0,0.9805057775229216,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0.9171065539121628,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0.9337882250547409,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0.8135938942432404,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0.9565299786627293,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0.9727822430431843,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,1.0649202167987823,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0.8389686644077301,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0.9448308013379574,0,0,0,0,0,1,0,0,0,0,0,0,1
37,0,0.9228480234742165,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0,0.7842138111591339,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,1.0132489036768675,0,0,0,0,0,1,0,0,0,0,0,1,1
40,0,0.9459586590528488,0,0,0,0,0,0,0,0,0,0,0,0,1
41,0,0.8733134120702744,0,0,0,0,0,0,0,0,0,0,0,1,1
42,0,0.8702689111232758,0,0,0,0,0,0,0,0,0,0,0,1,0
43,0,0.9441307038068771,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,0.9042239487171173,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0.9472864344716072,0,0,0,0,0,1,1,0,0,0,0,0,1
46,0,1.063845805823803,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0.941736526787281,0,0,0,0,0,1,0,0,0,0,0,0,1
48,0,1.0087356977164745,0,0,0,0,0,0,1,1,0,0,0,0,0
49,0,1.0655392929911613,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0.9136157780885696,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0.9988170024007559,0,0,1,0,0,1,0,0,0,0,0,1,1
52,0,0.9808705169707537,0,0,1,0,1,0,0,0,0,0,0,0,1
53,0,0.9658460393548012,0,0,0,0,0,0,0,0,0,0,0,0,0
