,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,1,0.9273350238800049,1,1,1,0,0,0,0,1,1,1,1,0
1,1,0.7125188708305359,1,1,0,0,0,0,0,1,1,1,1,0
2,1,0.6614417135715485,1,1,1,0,0,0,0,0,1,1,1,0
3,1,0.7125451266765594,1,1,1,0,0,0,0,1,1,1,1,0
4,1,0.6405828297138214,1,1,1,0,0,0,0,1,1,1,1,1
5,1,0.657397598028183,1,1,1,0,1,0,0,0,1,1,1,1
6,1,0.6267556548118591,1,1,0,0,0,0,0,1,1,1,1,1
7,1,0.6910553574562073,1,1,1,0,1,1,0,1,1,1,1,1
8,1,0.6196352243423462,1,1,1,0,0,0,0,0,1,1,1,1
9,1,0.6759734153747559,1,1,1,0,0,0,0,0,1,1,1,1
10,1,0.6037802696228027,1,1,1,0,0,0,0,0,1,1,1,0
11,1,0.5747677385807037,1,1,1,0,1,1,0,0,1,1,1,1
12,1,0.5924307107925415,1,1,1,0,0,1,0,1,1,1,1,0
13,1,0.5597928464412689,1,1,1,0,1,1,0,1,1,1,1,1
14,1,0.8755493089556694,1,1,1,0,0,0,0,1,1,1,1,0
15,1,0.7627293765544891,1,1,1,0,1,0,0,0,1,1,1,1
16,1,0.5958693623542786,1,1,1,0,0,0,0,1,1,1,1,0
17,1,0.6303941011428833,1,1,1,0,0,0,0,1,1,1,1,0
18,1,0.8870636373758316,1,1,1,0,0,0,0,1,1,1,1,0
19,1,0.4969288110733032,1,1,1,0,0,0,0,1,1,1,1,1
20,1,0.5900181233882904,1,1,1,0,0,0,0,1,1,1,1,0
21,1,0.7397079765796661,1,1,1,0,0,0,0,0,1,1,1,0
22,1,0.6600325107574463,1,1,1,0,1,0,0,1,1,1,1,1
23,1,0.6307128369808197,1,1,1,0,0,0,0,1,1,1,1,0
24,1,0.5808820128440857,1,1,0,0,0,0,0,1,1,1,1,0
25,1,0.7241023182868958,1,1,1,0,0,0,0,1,1,1,1,0
26,1,0.594310998916626,1,1,1,0,0,0,0,1,1,1,1,0
27,1,0.7216822504997253,1,1,1,0,0,0,0,1,1,1,1,0
28,1,0.7827276289463043,1,1,0,0,0,0,0,1,1,1,1,0
29,1,0.7522657066583633,1,1,1,0,0,0,0,0,1,0,1,0
30,1,0.6718500852584839,1,1,1,0,0,0,0,1,1,1,1,0
31,1,0.5066303014755249,1,1,0,0,0,0,0,1,1,1,1,0
32,1,0.5902210772037506,1,1,1,0,0,0,0,1,1,1,1,0
33,1,0.6545736789703369,1,1,1,0,0,0,0,0,1,1,1,0
34,1,0.6690909266471863,1,1,1,0,0,0,0,1,1,1,1,0
35,1,0.6139900386333466,1,1,1,0,0,0,0,0,1,1,1,1
36,1,0.7212167382240295,1,1,1,0,0,0,0,0,1,1,1,0
37,1,0.6857993304729462,1,1,1,0,1,1,0,0,1,1,1,1
38,1,0.7150766253471375,1,1,1,0,1,0,0,1,1,1,1,0
39,1,0.722810298204422,1,1,0,0,0,0,0,1,1,1,1,0
40,1,0.6572529077529907,1,1,1,0,0,1,0,1,1,1,1,0
41,1,0.6491967141628265,1,1,0,0,0,0,0,1,1,1,1,0
42,1,0.7328822910785675,1,1,1,1,1,1,0,0,1,1,1,1
43,1,0.593757838010788,1,1,1,0,0,0,0,1,1,1,1,0
44,1,0.5957351922988892,1,1,1,0,1,0,0,1,1,1,1,0
45,1,0.6370512545108795,1,1,1,1,0,0,0,0,1,1,1,1
46,1,0.5768788456916809,1,1,1,0,0,0,0,1,1,1,1,0
47,1,0.5860645473003387,1,1,1,0,1,0,0,0,1,1,1,1
48,1,0.6750180125236511,1,1,1,0,0,0,0,1,1,1,1,1
49,1,0.7818509042263031,1,1,1,0,0,0,0,1,1,1,1,1
50,1,0.5413589477539062,1,1,1,0,0,0,0,1,1,1,1,1
51,1,0.6122936308383942,1,1,1,0,0,0,0,0,1,1,1,1
52,1,0.48958146572113037,1,1,1,0,0,0,0,1,1,1,1,1
53,1,0.7376124858856201,1,1,1,0,0,0,0,0,1,1,1,0
54,1,0.6743618547916412,1,1,1,0,1,1,0,0,1,1,1,0
55,1,0.5576608777046204,1,1,1,0,0,1,0,1,1,1,1,0
56,1,0.5921062529087067,1,1,1,0,1,0,0,1,1,1,1,0
57,1,0.7210939526557922,1,1,0,0,0,0,0,1,1,1,1,0
58,1,0.5586643517017365,1,1,1,0,0,0,0,0,1,1,1,0
59,1,0.6275286674499512,1,1,1,0,0,0,0,0,1,1,1,1
60,1,0.651504248380661,1,1,1,0,1,1,0,1,1,1,1,0
61,1,0.5651777386665344,1,1,1,0,0,0,0,1,1,1,1,0
62,1,0.8259484618902206,1,1,0,0,0,0,0,0,1,1,1,1
63,1,0.7347041368484497,1,1,0,0,0,0,0,1,1,1,1,0
64,1,0.6284401714801788,1,1,1,0,1,0,0,1,1,1,1,1
65,1,0.6364730298519135,1,1,1,0,0,0,0,1,1,1,1,0
66,1,0.8977128341794014,1,1,1,0,0,0,0,0,1,1,1,0
67,1,0.8433701246976852,1,1,1,0,1,0,0,0,1,1,1,1
68,1,0.7304211854934692,1,1,1,0,0,0,0,1,1,1,1,1
69,1,0.6538611948490143,1,1,1,0,0,0,0,1,1,1,1,0
70,1,0.8487237989902496,1,1,1,0,0,0,0,0,1,1,1,0
