,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
0,0,0.9363479465246201,0,0,0,0,0,0,0,0,0,0,0
1,0,0.8200943171977997,0,0,0,0,0,0,0,0,0,0,0
2,0,0.9447053112089634,0,0,0,0,0,0,0,0,0,0,0
3,0,1.0004984698607586,0,0,0,0,0,0,0,0,0,0,0
4,0,0.8244398087263107,0,0,0,0,0,0,0,0,0,0,0
5,0,0.881433017551899,0,0,0,0,0,0,0,0,0,0,0
6,0,0.8367841839790344,0,0,0,0,0,0,0,0,0,0,0
7,0,0.8776102662086487,0,0,0,0,0,0,0,0,0,0,0
8,0,0.7306455969810486,0,0,0,0,0,0,0,0,0,0,0
9,0,0.906206339597702,0,0,0,0,0,0,0,0,0,0,0
10,0,0.9430472031235695,0,0,0,0,0,0,0,0,0,0,0
11,0,0.8647182881832123,0,0,0,0,0,0,0,0,0,0,0
12,0,1.0042907241731882,0,0,0,0,0,0,0,0,0,0,0
13,0,0.9605130665004253,0,0,0,0,0,0,0,0,0,0,0
14,0,0.7822789251804352,0,0,0,0,0,0,0,0,0,0,0
15,0,0.89483442902565,0,0,0,0,0,0,0,0,0,0,0
16,0,1.046483401209116,0,0,0,0,0,0,0,0,0,0,0
17,0,0.9482332952320576,0,0,0,0,0,0,0,0,0,0,0
18,0,0.820023775100708,0,0,0,0,0,0,0,0,0,0,0
19,0,0.9070919901132584,0,0,0,0,0,0,0,0,0,0,0
20,0,0.88383799046278,0,0,0,0,0,0,0,0,0,0,0
21,0,0.8603518307209015,0,0,0,0,0,0,0,0,0,0,0
22,0,0.8741370141506195,0,0,0,0,0,0,0,0,0,0,0
23,0,0.9608726836740971,0,0,0,0,0,0,0,0,0,0,0
24,0,0.8846478685736656,0,0,0,0,0,0,1,0,0,0,0
25,0,0.9276289269328117,0,0,0,0,0,0,1,0,0,0,0
26,0,0.8467161059379578,0,0,0,1,0,0,0,0,0,0,0
27,0,0.8682277798652649,0,0,0,0,0,0,0,0,0,0,0
28,0,0.9050916507840157,0,0,0,0,0,0,0,0,0,0,0
29,0,0.8118154853582382,0,0,0,0,0,0,0,0,0,0,0
30,0,0.7529741674661636,0,0,0,0,0,0,0,0,0,0,0
31,0,0.9780639186501503,0,0,0,0,0,0,0,0,0,0,0
