,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,0,0.9060036540031433,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.9501907899975777,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.8990163877606392,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.9095370396971703,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.9357873052358627,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.8212472945451736,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0.9341797903180122,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0.8786585032939911,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0.8043922781944275,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,0.9232146516442299,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0.9441062025725842,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0.9417077042162418,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0.9254348799586296,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0.9594266936182976,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0.9207658842206001,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1.0123511971905828,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0.9060626849532127,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0.9075027704238892,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0.9519415460526943,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0.9042245596647263,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0.9493147619068623,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0.9433404207229614,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0.9876802572980523,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0.4922245144844055,0,0,1,1,1,1,0,0,0,1,0,0,1
24,0,0.965275727212429,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0.8489404767751694,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0.8479786366224289,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0.9296278953552246,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0.89307951182127,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0.9926626128144562,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0.8952505812048912,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0.8680598437786102,0,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0.9113934636116028,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0.9565411806106567,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0.8113666623830795,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0.9002781361341476,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0.9753605052828789,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0.9351049959659576,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0.861895963549614,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0.797011598944664,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0.8793654814362526,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0.906873382627964,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0.9586813375353813,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0.9634235166013241,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0.8212472945451736,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0.9357122927904129,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0.8814556300640106,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0.9425868168473244,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0.8786585032939911,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0.9741915632039309,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0.9946661754511297,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0.9808221664279699,0,0,0,0,0,0,0,0,0,0,0,0,0
