,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
0,0,0.8218173682689667,1,0,0,0,0,0,0,0,0,0,0
1,0,0.8513328433036804,0,0,0,0,0,0,0,0,0,0,0
2,0,1.0074703395366669,0,0,0,0,0,0,0,0,0,0,0
3,0,0.9361612424254417,1,0,0,0,0,0,0,0,0,0,0
4,0,0.815040111541748,1,0,1,0,0,0,0,0,0,0,0
5,0,0.8310736417770386,1,0,0,0,0,0,0,0,0,0,0
6,0,0.8620993196964264,1,0,0,0,0,0,0,0,0,0,0
7,0,1.0057782921940088,0,0,0,0,0,0,0,0,0,0,0
8,0,0.8926512897014618,0,0,0,0,0,0,0,0,0,0,0
9,0,0.8650680333375931,1,1,1,1,0,0,0,0,0,0,0
10,0,0.8727934509515762,1,1,0,0,0,0,0,0,0,0,0
11,0,0.6543676257133484,1,1,1,1,1,0,0,0,0,0,1
12,0,0.9350163117051125,0,0,0,0,0,0,0,0,0,0,0
13,0,0.9409475438296795,0,0,0,0,0,0,0,0,0,0,0
14,0,0.8120332956314087,1,0,0,0,0,0,0,0,0,0,0
15,0,0.812700942158699,1,1,0,1,0,0,0,0,0,0,0
16,0,0.8938730657100677,1,0,0,0,0,0,0,0,0,0,0
17,0,0.7447218298912048,0,0,0,1,1,0,0,0,0,0,1
18,0,0.7926183938980103,1,0,0,0,0,0,0,0,0,0,0
19,0,0.8839134573936462,0,0,0,0,0,0,0,0,0,0,0
20,0,0.9022033661603928,1,0,0,0,0,0,0,0,0,0,0
21,0,0.9028453081846237,0,0,0,0,0,0,0,0,0,0,0
22,0,0.8431069850921631,0,0,0,0,0,0,0,0,0,0,0
23,0,1.0127796931192279,1,0,0,0,0,0,0,0,0,0,0
24,0,0.887213796377182,1,0,0,0,0,0,0,0,0,0,0
25,0,0.9964133785106242,1,0,0,0,0,0,0,0,0,0,0
26,0,0.8576120883226395,1,0,0,0,0,0,0,0,0,0,0
27,0,0.7680572122335434,0,0,0,0,0,0,0,0,0,0,0
28,0,0.9255791306495667,1,0,0,0,0,0,0,0,0,0,0
29,0,0.7289794087409973,1,0,0,0,0,0,0,0,0,0,0
30,0,0.924142450094223,1,0,0,0,0,0,0,0,0,0,0
31,0,0.9285576641559601,1,0,0,0,0,0,0,0,0,0,0
32,0,0.8268872052431107,1,0,0,0,0,0,0,0,0,0,0
33,0,1.0054083685390651,1,0,0,0,0,0,0,0,0,0,0
34,0,0.8452296257019043,1,0,0,0,0,0,0,0,0,0,0
35,0,0.8806511014699936,0,0,0,0,0,0,0,0,0,0,0
36,0,0.9198794662952423,1,0,0,0,0,0,0,0,0,0,0
37,0,0.92674820125103,0,0,0,0,0,0,0,0,0,0,0
38,0,0.9252896383404732,0,0,0,0,0,0,0,0,0,0,0
39,0,0.9110759049654007,1,0,0,0,0,0,0,0,0,0,0
40,0,0.9019656330347061,0,0,0,0,0,0,0,0,0,0,0
41,0,0.9789155405014753,1,0,0,0,0,0,0,0,0,0,0
42,0,0.9205772280693054,1,0,0,0,0,0,0,0,0,0,0
43,0,0.9454852752387524,1,0,0,0,0,0,0,1,0,0,0
