,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,0,0.98603496234864,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.8100468665361404,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1.0211888905614614,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.9537581764161587,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.8784210234880447,0,0,1,0,0,1,0,0,0,0,0,1
5,0,0.9486747980117798,0,0,1,0,0,0,0,0,0,0,1,0
6,0,0.9848250206559896,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0.9588510431349277,0,0,1,0,0,0,0,0,0,0,0,0
8,0,0.919481173157692,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0.9410367608070374,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0.8815047740936279,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0.9258215576410294,0,0,0,0,0,0,0,0,0,0,1,0
12,0,0.8824280351400375,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0.8876762464642525,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0.9288257658481598,0,0,0,0,0,0,0,0,0,0,0,1
15,0,0.8526493459939957,0,0,1,1,1,1,0,0,0,0,1,0
16,0,1.0715089291334152,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0.8612342476844788,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0.861382931470871,0,0,0,0,0,0,0,0,0,0,1,1
19,0,0.8058356195688248,0,0,1,0,1,1,0,0,0,0,1,1
20,0,0.7473678886890411,0,0,1,0,0,0,0,0,0,0,1,1
21,0,0.9354697093367577,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0.8712876290082932,0,0,0,0,0,0,0,0,0,0,0,1
23,0,0.9120828434824944,0,0,1,0,1,1,0,0,0,0,0,0
24,0,0.8720584809780121,0,0,0,0,0,0,0,0,0,0,0,1
25,0,0.9204496517777443,0,0,1,0,0,0,0,0,0,0,1,1
26,0,0.9384103156626225,0,0,1,0,0,0,0,0,0,0,0,1
27,0,0.8030034750699997,0,0,1,1,1,1,0,0,0,0,1,1
28,0,0.897112525999546,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0.8493229895830154,0,0,1,0,0,0,0,0,0,0,1,1
30,0,1.1017378941178322,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0.7970826774835587,0,0,1,0,1,0,0,0,0,0,1,1
32,0,0.8384708315134048,0,0,1,0,1,1,0,0,0,0,1,1
