,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
0,0,0.9160670787096024,0,0,0,0,0,0,0,0,0,1,1
1,0,0.8025248050689697,0,0,0,0,0,0,0,0,0,0,0
2,0,0.975542301312089,0,0,0,0,0,0,0,0,0,0,0
3,0,1.007415987085551,0,0,0,0,0,0,0,0,0,0,1
4,0,0.8119305819272995,0,0,0,1,0,0,0,0,0,0,1
5,0,0.8733326494693756,0,0,0,0,0,0,0,0,0,0,1
6,0,0.8390304893255234,0,0,0,1,0,0,0,0,0,0,1
7,0,0.9018866941332817,0,0,0,0,0,0,0,0,0,0,0
8,0,0.8364369422197342,0,0,0,0,0,0,0,0,0,0,0
9,0,0.9734529498964548,0,0,0,0,0,0,0,0,0,0,0
10,0,0.9996995181136299,0,0,0,0,0,0,0,0,0,0,1
11,0,0.8325522392988205,0,0,0,0,0,0,0,0,0,0,0
12,0,0.9212858825922012,0,0,0,0,0,0,0,0,0,0,0
13,0,0.9357436746358871,0,0,0,0,0,0,0,0,0,0,1
14,0,0.7912791967391968,0,0,0,0,0,0,0,0,0,0,0
15,0,0.8968029394745827,0,0,0,0,0,0,0,0,0,0,0
16,0,0.9912507822737098,0,0,0,0,0,0,0,0,0,0,0
17,0,0.9155453965067863,1,0,0,0,0,0,0,0,0,0,0
18,0,0.7517746239900589,0,1,0,0,0,0,0,0,0,0,0
19,0,0.9237972348928452,0,0,0,0,0,0,0,0,0,0,0
20,0,0.8315674364566803,0,0,0,0,0,0,0,0,0,0,1
21,0,0.7833980023860931,0,0,0,0,0,0,0,0,0,0,0
22,0,0.7943295240402222,0,0,0,0,0,0,0,0,0,0,0
23,0,0.9612620733678341,0,0,0,0,0,0,0,0,0,0,0
24,0,0.8636727035045624,0,0,0,0,0,0,0,0,0,0,0
25,0,0.9681947119534016,0,0,0,0,0,0,0,0,0,0,0
26,0,0.8584692627191544,0,0,0,0,0,0,0,0,0,0,0
27,0,0.6947407722473145,1,0,1,1,0,0,0,0,0,0,1
28,0,0.8988937810063362,0,0,0,0,0,1,0,0,0,0,1
29,0,0.792370617389679,0,0,0,0,0,0,0,0,0,0,1
30,0,0.7670190185308456,0,0,0,0,0,0,0,0,0,0,1
31,0,0.9461425356566906,0,0,0,0,0,0,0,0,0,0,0
32,0,0.8633633106946945,0,0,0,0,0,0,0,0,0,0,0
33,0,0.9883733559399843,0,0,0,0,0,0,0,0,0,0,0
34,0,0.8723436444997787,0,0,0,0,0,0,0,0,0,0,0
35,0,0.8802730366587639,0,0,0,0,0,0,0,0,0,0,0
36,0,0.8935021013021469,0,0,0,0,0,0,0,0,0,0,0
37,0,0.7947897166013718,0,0,0,0,0,0,0,0,0,0,0
38,0,0.7450137436389923,1,1,1,1,1,1,0,0,0,1,1
39,0,0.8959999680519104,0,0,0,0,0,0,0,0,0,0,0
40,0,0.8749446123838425,1,1,0,0,0,0,0,0,0,0,0
41,0,0.9812443405389786,0,0,0,0,0,0,0,0,0,0,1
42,0,0.8761420547962189,0,0,0,1,0,0,0,0,0,0,0
43,0,0.9371586814522743,0,0,0,0,0,0,0,0,0,0,0
44,0,0.85310497879982,0,0,0,0,0,0,0,0,0,0,1
45,0,0.8526212573051453,0,0,0,0,0,0,0,0,0,0,0
46,0,0.8054390102624893,0,0,0,0,0,0,0,0,0,0,0
47,0,0.7381268739700317,0,0,0,0,0,0,0,0,0,0,0
48,0,0.851361408829689,0,0,0,0,0,0,0,0,0,0,0
49,0,0.8164820522069931,0,0,0,0,0,0,0,0,0,0,0
50,0,0.8365303128957748,0,0,0,0,0,0,0,0,0,0,0
51,0,0.7908848226070404,0,0,0,0,0,0,0,0,0,0,1
52,0,0.9606889970600605,0,0,0,0,0,0,0,0,0,0,0
53,0,0.9182728677988052,0,0,0,0,0,0,0,0,0,0,0
54,0,0.8988784030079842,0,0,0,0,0,0,0,0,0,0,0
55,0,0.8816092237830162,0,0,0,0,0,0,0,0,0,0,1
56,0,0.8861835300922394,0,0,0,0,0,0,1,0,0,0,0
57,0,0.8312054127454758,1,0,0,0,0,0,0,0,0,1,1
58,0,0.8762611299753189,0,0,0,0,0,0,0,0,0,0,0
59,0,0.9476590938866138,0,0,0,0,0,0,0,0,0,0,0
60,0,0.9174718931317329,0,0,0,0,0,0,0,0,0,0,0
61,0,0.7824684381484985,0,1,0,1,0,0,0,0,0,0,1
62,0,0.871636226773262,0,0,0,0,0,0,0,0,0,0,1
63,0,0.8089588433504105,0,0,0,0,0,0,0,0,0,0,0
64,0,0.7969793230295181,0,0,0,0,0,0,0,0,0,0,0
65,0,0.8538405299186707,0,0,0,0,0,0,0,0,0,0,0
66,0,0.7910078912973404,0,0,0,0,0,0,0,0,0,0,0
67,0,0.7907722592353821,0,0,0,1,0,0,0,0,0,0,1
68,0,0.9437335766851902,0,0,0,0,0,0,0,0,0,0,0
69,0,0.7337953150272369,0,0,0,0,0,0,0,0,0,0,1
70,0,0.8690377920866013,0,0,0,0,0,0,0,0,0,0,0
71,0,0.6539652943611145,1,0,1,1,0,0,0,0,0,0,1
72,0,0.5173940062522888,1,1,1,1,1,1,0,0,0,1,1
73,0,0.8569314926862717,0,0,0,0,0,0,0,0,0,0,0
74,0,0.5574511587619781,0,0,0,0,0,0,0,0,0,0,0
75,0,0.799739271402359,0,0,0,0,0,0,0,0,0,0,0
76,0,0.9224393889307976,0,0,0,0,0,0,0,0,0,0,0
77,0,0.9102246537804604,0,0,0,0,0,0,0,0,0,0,0
78,0,0.8590981513261795,0,0,0,1,0,0,0,0,0,0,0
79,0,1.0446143969893456,0,0,0,0,0,0,0,0,0,0,0
80,0,0.9049979001283646,1,0,0,0,0,0,0,0,0,0,1
81,0,0.8698373287916183,0,0,0,0,0,0,0,0,0,1,1
82,0,0.8476391583681107,0,0,0,1,1,0,0,0,0,0,1
83,0,0.8087561577558517,0,0,0,0,0,0,0,0,0,0,0
84,0,0.794496551156044,0,0,0,0,0,0,0,0,0,0,0
85,0,0.8546634912490845,0,0,0,1,0,0,0,0,0,1,1
86,0,0.7909153997898102,0,0,0,0,0,0,0,0,0,0,1
87,0,0.914449967443943,0,0,0,0,0,0,0,0,0,0,0
88,0,1.0218923967331648,0,0,0,0,0,0,0,0,0,0,1
89,0,0.8535386919975281,0,1,0,0,0,0,0,0,0,0,0
90,0,0.6486228406429291,0,0,0,1,0,0,0,0,0,0,0
91,0,0.8428332805633545,0,0,0,0,0,0,0,0,0,0,0
92,0,0.9049613922834396,0,1,0,0,0,0,0,0,0,0,0
93,0,0.8477669805288315,1,0,0,0,0,0,0,0,0,0,1
94,0,0.7869931757450104,0,0,0,0,0,0,0,0,0,0,0
95,0,0.8485075384378433,0,0,0,0,0,0,0,0,0,0,0
96,0,0.8327938318252563,0,0,0,1,0,0,0,0,0,0,1
97,0,0.6192173063755035,1,1,1,1,1,1,0,0,1,1,1
98,0,0.86934794485569,0,0,0,0,0,0,0,0,0,0,0
99,0,0.7079948484897614,0,0,0,0,0,0,0,0,0,0,0
100,0,0.9528539329767227,0,0,0,1,0,0,0,0,0,0,0
101,0,0.8968410864472389,0,0,0,0,0,0,0,0,0,0,1
102,0,0.7923731356859207,0,0,0,0,0,0,0,0,0,0,0
103,0,0.7328051626682281,0,0,0,0,0,0,0,0,0,0,0
104,0,0.8855941742658615,1,0,1,0,0,0,0,0,0,1,1
105,0,0.7836729437112808,0,0,0,0,0,0,0,0,0,0,0
106,0,0.8201311677694321,0,0,0,0,0,0,0,0,0,0,1
107,0,0.81932532787323,0,0,0,0,0,0,0,0,0,0,0
108,0,0.8713907897472382,0,0,0,0,0,0,0,0,0,0,0
109,0,0.7953324466943741,0,0,0,0,0,0,0,0,0,0,0
110,0,0.807548850774765,0,0,0,0,0,0,0,0,0,0,0
111,0,0.9142891764640808,0,0,0,0,0,0,0,0,0,0,0
112,0,0.8972639665007591,0,0,0,0,0,0,0,0,0,0,0
113,0,0.8814372047781944,0,0,0,0,0,0,0,0,0,0,1
