,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
0,0,0.9342732653021812,0,0,0,0,0,0,0,0,0,0,0
1,0,0.7571448683738708,0,0,0,0,0,0,0,0,0,0,0
2,0,1.0269397292286158,0,0,0,0,0,0,0,0,0,0,0
3,0,1.0412719175219536,0,0,0,0,0,0,0,0,0,0,0
4,0,0.8720175325870514,0,0,0,0,0,0,0,0,0,0,0
5,0,0.9195703268051147,0,0,0,0,0,0,0,0,0,0,0
6,0,0.9351164251565933,0,0,0,0,0,0,0,0,0,1,0
7,0,0.8164579123258591,0,0,0,1,1,1,0,0,0,1,1
8,0,0.8548271954059601,0,0,0,0,0,0,0,0,0,0,0
9,0,0.9706173297017813,0,0,0,0,0,0,0,0,0,0,0
10,0,0.9824177119880915,0,0,0,0,0,0,0,0,0,0,0
11,0,0.9436809495091438,0,0,0,0,0,0,0,0,0,0,0
12,0,0.8756240010261536,0,0,0,0,0,0,0,0,0,0,0
13,0,0.8134364783763885,0,0,0,0,0,0,0,0,0,0,0
14,0,0.8808778449892998,0,0,0,0,0,0,0,0,0,0,0
15,0,0.917093075811863,0,0,0,0,0,0,0,0,0,0,0
16,0,0.9519903548061848,0,0,0,0,0,0,0,0,0,0,0
17,0,0.9141440764069557,0,0,0,0,0,0,0,0,0,0,0
18,0,0.8455076664686203,0,0,0,0,0,0,0,0,0,0,0
19,0,0.9317091554403305,0,0,0,0,0,0,0,0,0,0,0
20,0,0.903081975877285,0,0,0,0,0,0,0,0,0,0,0
21,0,0.7608208209276199,0,0,0,0,0,0,0,0,0,0,0
22,0,0.8469415158033371,0,0,0,0,0,0,0,0,0,0,0
23,0,1.0815138891339302,0,0,0,0,0,0,0,0,0,0,0
24,0,0.9125218763947487,0,0,0,0,0,0,0,0,0,0,0
25,0,0.9017717838287354,0,0,0,0,0,0,0,0,0,0,0
26,0,0.9501779079437256,0,0,0,0,0,0,0,0,0,0,0
27,0,0.9131010994315147,0,0,0,0,0,0,0,0,0,0,0
28,0,0.8845732733607292,0,0,0,0,0,0,0,0,0,0,0
29,0,0.798259362578392,0,0,0,0,0,0,0,0,0,0,0
30,0,0.7911651879549026,0,0,0,0,0,0,0,0,0,0,0
31,0,1.0145775265991688,0,0,0,0,0,0,0,0,0,0,0
32,0,0.9355490878224373,0,0,0,0,0,0,0,0,0,0,0
33,0,0.9845986515283585,0,0,0,0,0,0,0,0,0,0,0
34,0,0.9059576243162155,0,0,0,0,0,0,0,0,0,0,0
35,0,0.903031699359417,0,0,0,0,0,0,0,0,0,0,0
36,0,1.0123182572424412,0,0,0,0,0,0,0,0,0,0,0
37,0,0.7828199565410614,0,0,0,0,0,0,0,0,0,0,0
38,0,0.9084259197115898,0,0,0,0,0,0,0,0,0,0,0
39,0,0.8855687752366066,0,1,0,1,0,1,0,0,0,1,0
40,0,0.9426362961530685,0,0,0,0,0,0,0,0,0,0,0
41,0,1.009802714921534,0,0,0,0,0,0,0,0,0,0,0
42,0,0.8770125433802605,0,0,0,0,0,0,0,0,0,0,0
43,0,0.9167234003543854,0,0,0,0,0,0,0,0,0,0,0
44,0,0.8785492330789566,0,0,0,0,0,0,0,0,0,0,0
45,0,0.8502007722854614,0,0,0,0,0,0,0,0,0,0,0
46,0,0.8812030032277107,0,0,0,0,0,0,0,0,0,0,0
47,0,0.8270702511072159,0,0,0,0,0,0,0,0,0,0,0
48,0,0.8334785103797913,0,0,0,0,0,1,0,0,0,0,0
49,0,0.9112711399793625,0,0,0,0,0,0,0,0,0,0,0
50,0,0.8838489651679993,0,0,0,0,0,0,0,0,0,0,0
51,0,0.836762860417366,0,0,0,0,0,0,0,0,0,0,0
52,0,0.9259621128439903,0,0,0,0,0,0,0,0,0,0,0
53,0,0.9239480644464493,0,0,0,0,0,0,0,0,0,0,0
54,0,0.7981667369604111,0,1,1,1,0,0,0,0,0,0,0
55,0,0.783448338508606,0,0,0,0,0,0,0,0,0,0,0
56,0,0.7852922677993774,0,0,0,0,0,0,0,0,0,0,0
