,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
0,1,0.8652468323707581,0,1,1,0,1,1,1,1,1,0,0
1,1,0.6876392066478729,1,1,1,1,1,1,1,1,1,1,1
2,1,0.6809518337249756,1,1,1,1,1,1,1,1,1,1,1
3,1,1.031461488455534,0,1,1,1,1,1,1,1,1,1,0
4,1,0.7718305289745331,0,1,0,0,1,1,1,1,1,1,0
5,1,0.8627721816301346,0,1,1,0,1,0,1,1,1,1,0
6,1,0.9206668883562088,0,1,1,0,1,1,1,1,1,0,0
7,1,0.8771287277340889,1,1,1,0,0,0,1,1,1,0,0
8,1,0.7078202664852142,1,1,1,1,1,1,1,1,1,1,1
9,1,0.8861496523022652,0,0,0,0,1,1,1,1,1,1,0
10,1,0.8457173556089401,0,0,1,1,1,1,1,1,1,1,0
11,1,0.8036079257726669,0,0,0,0,0,1,1,1,1,1,0
12,1,0.8261016458272934,1,1,1,1,1,1,1,1,1,1,1
13,1,0.8499936908483505,1,1,1,1,1,1,1,1,1,1,0
14,1,0.7545723915100098,0,1,1,1,1,1,1,1,1,1,1
15,1,0.819833293557167,0,0,1,0,1,1,1,1,1,1,0
16,1,0.8808946460485458,0,1,1,1,1,1,1,1,1,1,1
17,1,0.6564097106456757,0,1,1,0,0,1,1,1,1,1,0
18,1,0.8034815937280655,0,0,1,1,1,1,1,1,1,1,1
19,1,0.751028522849083,1,1,1,1,1,1,1,1,1,1,1
20,1,0.934641495347023,0,0,0,0,0,0,1,1,1,1,0
21,1,0.7207732796669006,1,1,1,1,1,1,1,1,1,1,1
22,1,0.7850675582885742,1,1,1,1,1,1,1,1,1,1,1
23,1,1.0127649893984199,0,0,0,0,0,0,1,1,1,1,0
24,1,0.7963042110204697,0,1,1,0,1,1,0,1,1,1,0
25,1,0.7394874691963196,0,1,1,1,1,1,0,1,1,1,1
26,1,0.909649670124054,0,1,1,0,1,1,1,1,1,1,0
27,1,0.8498741984367371,0,1,0,0,1,1,1,1,1,1,0
28,1,0.9311822205781937,0,1,1,1,1,0,1,1,1,1,0
29,1,0.6665220856666565,0,1,1,1,1,1,1,1,1,1,0
30,1,0.7651844620704651,0,1,1,1,1,1,1,1,1,1,0
31,1,0.7080901563167572,0,1,1,1,1,1,1,1,1,1,0
32,1,0.7492826581001282,0,1,1,1,1,1,1,1,1,1,1
33,1,0.8811981156468391,0,1,1,1,1,1,1,1,1,1,1
34,1,0.7301895320415497,0,1,1,1,1,1,1,1,1,1,1
35,1,0.5962121486663818,1,1,1,1,1,1,1,1,1,1,1
36,1,0.8003463000059128,0,1,1,0,1,1,1,1,1,1,0
37,1,0.832932248711586,1,1,1,1,1,1,1,1,1,1,1
38,1,0.8352083712816238,0,0,0,0,0,0,1,1,1,0,0
39,1,0.7943632751703262,0,0,1,0,1,0,1,1,1,0,0
40,1,0.807247593998909,0,0,1,1,1,1,1,1,1,1,1
41,1,0.878118135035038,0,1,1,1,1,1,1,1,1,1,0
42,1,0.9393628016114235,0,1,0,0,1,1,0,1,1,1,0
43,1,0.9104446992278099,0,1,0,0,1,0,1,0,1,0,0
44,1,0.8189187049865723,0,0,0,0,0,0,0,1,1,1,0
45,1,0.8123548179864883,0,1,1,0,0,1,1,1,1,1,0
46,1,0.7832157164812088,0,1,1,0,1,1,1,1,1,1,0
47,1,0.7308605015277863,0,1,1,1,1,1,1,1,1,1,1
48,1,0.7254761457443237,1,1,1,1,1,0,1,1,1,1,1
49,1,0.47223758697509766,1,1,1,1,1,1,1,1,1,1,1
50,1,0.9234266355633736,0,1,1,1,1,1,1,1,1,1,0
51,1,0.8047556281089783,0,0,0,0,0,0,1,1,1,1,0
52,1,0.8123656362295151,1,1,1,1,1,1,1,1,1,1,1
53,1,0.8482449948787689,0,1,1,1,1,1,1,1,1,1,0
54,1,0.8823993355035782,0,0,0,0,1,1,1,1,1,1,0
55,1,0.8743163496255875,0,1,1,1,1,1,1,1,1,1,0
