,label,dist_embeds,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
0,1,0.8424319326877594,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0.8739515841007233,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.6322836875915527,0,1,1,1,1,1,0,0,0,0,1,1,1
3,1,0.9896382791921496,0,0,0,1,1,0,0,0,0,0,1,0,0
4,1,0.9540953636169434,0,1,1,1,1,1,0,0,0,0,1,0,0
5,1,0.8934358209371567,0,1,0,0,1,1,0,0,0,0,0,0,0
6,1,1.033210914582014,0,1,0,0,1,0,0,0,0,0,1,0,1
7,1,0.8016769587993622,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,0.7891158908605576,0,0,0,1,0,1,0,0,0,0,0,0,0
9,1,0.9528378993272781,0,1,1,1,1,0,0,0,0,0,0,0,0
10,1,0.8194435983896255,0,0,0,0,0,0,0,0,0,0,1,0,0
11,1,0.7448565661907196,0,1,1,1,0,0,0,0,0,0,0,0,1
12,1,0.8834050297737122,0,0,0,1,1,0,0,0,0,0,0,0,1
13,1,0.8799074739217758,0,0,0,1,0,0,0,0,0,0,0,0,1
14,1,0.8760482966899872,0,0,0,0,0,0,0,0,0,0,1,0,0
15,1,0.8999834060668945,0,0,0,1,1,0,0,0,0,0,0,0,0
16,1,0.9096104353666306,0,1,0,0,1,0,0,0,0,0,1,0,0
17,1,0.8457862585783005,0,1,0,1,1,1,0,0,0,0,0,0,0
18,1,0.9295423924922943,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0.9662266485393047,0,0,1,1,1,1,0,0,0,0,1,0,0
20,1,0.9991982727660798,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1,0.9169363602995872,0,1,0,1,1,0,0,0,0,0,1,0,1
22,1,0.8315801024436951,0,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0.9514045417308807,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1,0.8360048085451126,0,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0.9375624246895313,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1.009504372254014,0,1,0,0,0,0,0,0,0,0,0,0,0
